temps(ms),iterations,C,alpha,nombre d'enfants,simulations noeud racine,simulations noeud enfant sélectionné,position noeud racine,position noeud enfant sélectionné,recompenses,
50,5517,3.0,0.4,45,5517,5517,0.0,0.38237771158737677,70.0,
50,6732,3.0,0.4,47,6732,6732,0.38237771158737677,0.4239352075049283,140.0,
50,5504,3.0,0.4,45,5504,5504,0.0,0.28927808886434714,70.0,
50,6759,3.0,0.4,47,6759,6759,0.28927808886434714,0.897708206064016,140.0,
50,5511,3.0,0.4,45,5511,5511,0.0,0.44672214200255067,70.0,
50,6751,3.0,0.4,47,6751,6751,0.44672214200255067,0.4644934042456298,140.0,
50,5483,3.0,0.4,45,5483,5483,0.0,0.2885248862086651,70.0,
50,6751,3.0,0.4,47,6751,6751,0.2885248862086651,0.4792692127119259,140.0,
50,5508,3.0,0.4,45,5508,5508,0.0,0.6355516920072681,70.0,
50,6715,3.0,0.4,47,6715,6716,0.6355516920072681,0.8641768541979274,140.0,
50,5511,3.0,0.4,45,5511,5511,0.0,0.16712868387588786,70.0,
50,6735,3.0,0.4,47,6735,6735,0.16712868387588786,0.5852438492817721,140.0,
50,5556,3.0,0.4,45,5556,5556,0.0,0.6571443510493569,70.0,
50,6683,3.0,0.4,47,6683,6683,0.6571443510493569,1.3972945191302388,70.0,
50,5551,3.0,0.4,45,5551,5551,0.0,0.6551153619764863,70.0,
50,6709,3.0,0.4,47,6709,6709,0.6551153619764863,0.766250853439886,140.0,
50,5523,3.0,0.4,45,5523,5523,0.0,0.5055408073598983,70.0,
50,6742,3.0,0.4,47,6742,6742,0.5055408073598983,1.453081056529418,70.0,
50,5528,3.0,0.4,45,5528,5528,0.0,0.9387634023641438,70.0,
50,6692,3.0,0.4,47,6692,6692,0.9387634023641438,1.4219845194907812,70.0,
50,5504,3.0,0.4,45,5504,5504,0.0,0.3384638339261029,70.0,
50,6740,3.0,0.4,47,6740,6741,0.3384638339261029,0.9867508071550322,140.0,
50,5490,3.0,0.4,45,5490,5490,0.0,0.37232653030168206,70.0,
50,6740,3.0,0.4,47,6740,6740,0.37232653030168206,0.5490913478606669,140.0,
50,5427,3.0,0.4,45,5427,5427,0.0,0.4511640370350485,70.0,
50,6706,3.0,0.4,47,6706,6706,0.4511640370350485,1.324587093431088,70.0,
50,5487,3.0,0.4,45,5487,5487,0.0,0.015612667356607268,70.0,
50,6758,3.0,0.4,47,6758,6758,0.015612667356607268,0.6865458670846485,140.0,
50,5503,3.0,0.4,45,5503,5503,0.0,0.01021443718195092,70.0,
50,6753,3.0,0.4,47,6753,6753,0.01021443718195092,0.6118963875731772,140.0,
50,5498,3.0,0.4,45,5498,5498,0.0,0.9641030554949692,70.0,
50,6646,3.0,0.4,47,6646,6646,0.9641030554949692,1.868585495914518,170.0,
50,5542,3.0,0.4,45,5542,5542,0.0,0.9923433799340764,70.0,
50,6684,3.0,0.4,47,6684,6684,0.9923433799340764,1.6981916247984752,70.0,
50,5492,3.0,0.4,45,5492,5492,0.0,0.2646080721192866,70.0,
50,6757,3.0,0.4,47,6757,6757,0.2646080721192866,0.41963005589091396,140.0,
50,5481,3.0,0.4,45,5481,5481,0.0,0.3176390009845529,70.0,
50,6742,3.0,0.4,47,6742,6742,0.3176390009845529,0.7915622004140276,140.0,
50,5503,3.0,0.4,45,5503,5503,0.0,0.7824241971288074,70.0,
50,6672,3.0,0.4,47,6672,6672,0.7824241971288074,0.8899253021479373,140.0,
50,5505,3.0,0.4,45,5505,5505,0.0,0.34384003107991035,70.0,
50,6731,3.0,0.4,47,6731,6731,0.34384003107991035,0.7972648729289841,140.0,
50,5557,3.0,0.4,45,5557,5557,0.0,0.41062266570017913,70.0,
50,6679,3.0,0.4,47,6679,6680,0.41062266570017913,0.47030084104173586,140.0,
50,5551,3.0,0.4,45,5551,5551,0.0,0.28310655838565846,70.0,
50,6686,3.0,0.4,47,6686,6686,0.28310655838565846,0.8371275915378414,140.0,
50,5548,3.0,0.4,45,5548,5548,0.0,0.49770100811644047,70.0,
50,6685,3.0,0.4,47,6685,6685,0.49770100811644047,1.1847558169664403,70.0,
50,5548,3.0,0.4,45,5548,5548,0.0,0.9483266407689284,70.0,
50,6616,3.0,0.4,47,6616,6618,0.9483266407689284,1.8616713037933765,170.0,
50,5555,3.0,0.4,45,5555,5555,0.0,0.33606935921636893,70.0,
50,6694,3.0,0.4,47,6694,6694,0.33606935921636893,0.9236903902236447,140.0,
50,5543,3.0,0.4,45,5543,5543,0.0,0.3461563483928378,70.0,
50,6765,3.0,0.4,47,6765,6765,0.3461563483928378,0.8081661528091119,140.0,
50,5487,3.0,0.4,45,5487,5487,0.0,0.8932676644788919,70.0,
50,6689,3.0,0.4,47,6689,6689,0.8932676644788919,1.0794476116722111,70.0,
50,5012,3.0,0.4,44,5012,5012,0.0,0.7695914521458549,70.0,
50,6736,3.0,0.4,47,6736,6736,0.7695914521458549,1.121854235013565,70.0,
50,5515,3.0,0.4,45,5515,5515,0.0,0.7810342093611404,70.0,
50,6744,3.0,0.4,47,6744,6745,0.7810342093611404,0.8099823867941155,140.0,
50,5531,3.0,0.4,45,5531,5531,0.0,0.8657064984313461,70.0,
50,6697,3.0,0.4,47,6697,6698,0.8657064984313461,1.7462251206104542,170.0,

50,255,3.0,0.4,18,255,255,0.0,0.6877296398846459,70.0,
50,4061,3.0,0.4,41,4061,4061,0.6877296398846459,1.0028800774310729,70.0,

50,398,3.0,0.4,21,398,398,0.0,0.23822946102957776,70.0,
50,5172,3.0,0.4,44,5172,5172,0.23822946102957776,0.4481173649402672,140.0,

50,372,3.0,0.4,12,372,75,0.0,0.6168032310991638,70.0,
50,6004,3.0,0.4,22,6004,2027,0.6168032310991638,0.7151883897717363,140.0,

50,1146,3.0,0.4,15,1146,300,0.0,0.2540547701250523,70.0,
50,11791,3.0,0.4,25,11791,4033,0.2540547701250523,0.27061831421686977,140.0,

50,619,3.0,0.4,13,619,146,0.0,0.12361906446476512,70.0,
50,10326,3.0,0.4,24,10326,3495,0.12361906446476512,0.44642155771226655,140.0,

50,656,3.0,0.4,13,656,154,0.0,0.9566287035757826,70.0,
50,11522,3.0,0.4,25,11522,4023,0.9566287035757826,1.854310599629776,170.0,

50,719,3.0,0.4,14,719,166,0.0,0.2890032512033678,70.0,
50,11192,3.0,0.4,24,11192,3860,0.2890032512033678,0.8051854704322647,140.0,

50,657,3.0,0.4,14,657,154,0.0,0.8044413202833676,70.0,
50,11117,3.0,0.4,24,11117,3905,0.8044413202833676,1.7695308634930402,170.0,

50,512,3.0,0.4,13,512,109,0.0,0.8153968053639645,70.0,
50,9249,3.0,0.4,23,9249,3230,0.8153968053639645,1.7544571430504403,170.0,

50,629,3.0,0.4,13,629,148,0.0,0.22994233030892475,70.0,
50,10534,3.0,0.4,24,10534,3577,0.22994233030892475,0.9249602007813535,140.0,

50,568,3.0,0.4,13,568,128,0.0,0.814541723689828,70.0,
50,10519,3.0,0.4,24,10519,3600,0.814541723689828,1.0921657246722503,70.0,

50,765,3.0,0.4,14,765,181,0.0,0.2952169662083368,70.0,
50,11081,3.0,0.4,24,11081,3848,0.2952169662083368,0.9267679327883913,140.0,

50,476,3.0,0.4,12,476,104,0.0,0.766514935379794,70.0,
50,8810,3.0,0.4,23,8810,3057,0.766514935379794,1.41733483343903,70.0,

50,787,3.0,0.4,14,787,201,0.0,0.5976636480789188,70.0,
50,10762,3.0,0.4,24,10762,3732,0.5976636480789188,0.9992916955817266,140.0,

50,798,3.0,0.4,13,798,216,0.0,0.8453684214582787,70.0,
50,10886,3.0,0.4,24,10886,3787,0.8453684214582787,1.4851205383054347,70.0,
